施設名,調査_年月日,郵便番号,全国地方公共団体コード,都道府県名,市区町村名,町丁目名,電話番号,施設URL,緯度,経度,駐車場の有無,駐車可能台数,車いす専用駐車場の有無,駐車可能台数2,エレベーターの有無,台数（Aタイプ）,定員数（Aタイプ）,奥行(cm)（Aタイプ）,入口幅(cm)（Aタイプ）,音声案内の有無（Aタイプ）,点字表示(エレベーター内)の有無（Aタイプ）,車いす利用者用パネル(ボタン)の有無（Aタイプ）,台数（Bタイプ）,定員数（Bタイプ）,奥行(cm)（Bタイプ）,入口幅(cm)（Bタイプ）,音声案内の有無（Bタイプ）,点字表示(エレベーター内)の有無（Bタイプ）,車いす利用者用パネル(ボタン)の有無（Bタイプ）,台数（Cタイプ）,定員数（Cタイプ）,奥行(cm)（Cタイプ）,入口幅(cm)（Cタイプ）,音声案内の有無（Cタイプ）,点字表示(エレベーター内)の有無（Cタイプ）,車いす利用者用パネル(ボタン)の有無（Cタイプ）,台数（Dタイプ）,定員数（Dタイプ）,奥行(cm)（Dタイプ）,入口幅(cm)（Dタイプ）,音声案内の有無（Dタイプ）,点字表示(エレベーター内)の有無（Dタイプ）,車いす利用者用パネル(ボタン)の有無（Dタイプ）,台数（Eタイプ）,定員数（Eタイプ）,奥行(cm)（Eタイプ）,入口幅(cm)（Eタイプ）,音声案内の有無（Eタイプ）,点字表示(エレベーター内)の有無（Eタイプ）,車いす利用者用パネル(ボタン)の有無（Eタイプ）,入口名称,自動ドアの有無,施設出入口付近スロープの有無,施設出入口の間口有効寸法(cm),施設出入口の段差の有無,段差の高さ(cm),階段の手すりの有無,点字ブロックの有無,敷地内道路の点字ブロックの有無,館内の点字ブロックの有無,点字や浮き出し文字による館内案内マップの有無,だれでもトイレの設置有無,施設内合計設置数,設置フロア階層,オストメイト対応トイレの有無,施設内合計設置数3,設置フロア階層4,エスカレーターの有無,車いす対応エスカレーターの有無（階段昇降機の有無）,可動式スロープの有無,補助犬のエサ用ボールの有無,個数,補助犬のマットの有無,枚数,補助犬専用トイレの有無,設置箇所数,筆談対応用備品の有無,個数5,聴覚障害者用　振動時計の有無,個数6,聴覚障害者用　タッチパネルの有無,個数7,フラッシュベル（聴覚障害者用アラートシステム）の貸出の可否,個数8,ベビーチェアの貸出の可否,台数,ベビーベッドの貸出の可否,台数9,ベビーカーの貸出の可否,台数10,車いすの貸出の可否,台数11,シャワーチェアの貸出の可否,台数12,移動式手すりの貸出の可否,個数13,点字や浮き出し文字による館内案内マップの貸出の可否,個数14,施設内おむつ交換台の有無,台数15,字幕対応テレビの有無,個数16,スタッフの手話対応の可否,対応可能日時（曜日や時間帯等）,スタッフの筆談対応の可否,対応可能日時（曜日や時間帯等）17,送迎車の有無,ノンステップ対応車の有無,（乗降車時における車いす使用者への対応）ドアマン・ベルスタッフ対応の可否,（乗降車時における車いす使用者への対応）乗降車用スロープの配備有無,傾斜型自動券売機の有無,ホームドアの有無,授乳室の有無,備考
東京都障害者総合スポーツセンター,2023/12/13,1140033,131172,東京都,北区,十条台1-2-2,03-3907-5631,http://tsad-portal.com/mscd,35.75414,139.724053,有,47,有,13,有,1,38,260,180,有,有,有,2,26,260,110,,,,,,,,,,,,,,,,,,,,,,,,,正面入口,有,無,180,無,,有,有,有,有,無,有,10,地下1階・1階・2階,有,4,4階,無,無,無,無,,無,,有,1,有,2,有,6,有,有<br>※透明ディスプレイ,無,無,無,無,無,無,無,無,有,1,有,6,無,無,無,無,無,無,有,5,無,不可,有,開館日時,有,無,有,有,無,無,無,乗降車時における車いす使用者への対応（ドアマン・ベルスタッフ）は運転手が対応
東京都多摩障害者スポーツセンター,2023/12/3,1860003,132152,東京都,国立市,富士見2－1－1,042-573-3811,https://tsad-portal.com/tamaspo,35.68669,139.4465381,有,45,有,8,有,2,26,150,180,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,160,無,,有,有,有,有,有,有,8(多機能トイレ),地下1階、1階、2階,有,2,1階、2階,無,有,無,無,,無,,有,1（敷地芝生内）,有,2,有,8,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,有,2,有,3,有,1,無,,有,3,有,7,無,不可,有,開館時間に準じる09:0021:00,有,有,有,有,無,無,無,乗降車時のドアマン・ベルスタッフの対応は、運転手が対応。
東京都立若洲海浜公園ヨット訓練所,2024/11/21,1360083,131083,東京都,江東区,若洲3-1-1,03-5569-6703,http://www.tptc.co.jp/park/03_06,35.6306784,139.8376651,有,,有,4,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,1,1階,有,1,1階,無,無,無,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,,無,無,無,無,無,無,無,
ＡＧＦフィールド,2019/11/9,1820032,132080,東京都,調布市,西町290-11,042-440-0555,https://www.ajinomotostadium.com/,35.665766,139.5246587,有,4,有,1,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,,,有,,,無,無,無,無,,無,,無,,無,,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,無,,無,無,無,無,無,無,無,
駒沢オリンピック公園総合運動場（陸上競技場）,2014/9/9,1540013,131121,東京都,世田谷区,駒沢公園1番1号,03-3421-6199,http://www.tef.or.jp/kopgp/,35.6231069,139.6628939,有,64,有,1,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,,,有,,,無,無,無,無,,無,,無,,無,,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,,無,無,無,無,無,無,無,
駒沢オリンピック公園総合運動場（補助競技場）,2019/11/2,1540013,131121,東京都,世田谷区,駒沢公園1番1号,03-3421-6199,https://www.tef.or.jp/kopgp/,35.6231069,139.6628939,有,225,有,5,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,,,無,,,無,無,無,無,,無,,無,,無,,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,,無,無,無,無,無,無,無,
駒沢オリンピック公園総合運動場（第一球技場）,2019/11/9,1540013,131121,東京都,世田谷区,駒沢公園1番1号,03-3421-6199,https://www.tef.or.jp/kopgp/,35.6231069,139.6628939,有,225,有,5,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,,無,,有,無,無,無,無,有,,,無,,,無,無,無,無,,無,,無,,無,,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,,無,無,無,無,無,無,無,
駒沢オリンピック公園総合運動場（第二球技場）,2019/11/2,1540013,131121,東京都,世田谷区,駒沢公園1番1号,03-3421-6199,https://www.tef.or.jp/kopgp/,35.6231069,139.6628939,有,225,有,5,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,,,無,,,無,無,無,無,,無,,無,,無,,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,,無,無,無,無,無,無,無,
駒沢オリンピック公園総合運動場（硬式野球場）,2019/11/2,1540013,131121,東京都,世田谷区,駒沢公園1番1号,03-3421-6199,https://www.tef.or.jp/kopgp/,35.6231069,139.6628939,有,225,有,5,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,,無,,有,無,無,無,無,有,,,有,,,無,無,無,無,,無,,無,,無,,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,,無,無,無,無,無,無,無,
駒沢オリンピック公園総合運動場（軟式野球場）,2024/11/25,1540013,131121,東京都,世田谷区,駒沢公園1番1号,03-3421-6199,http://www.tef.or.jp/kopgp/,35.6231069,139.6628939,有,61,有,1,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,,,有,,,無,無,無,無,,無,,無,,無,,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,,無,無,無,無,無,無,無,
駒沢オリンピック公園総合運動場（テニスコート）,2024/11/25,1540013,131121,東京都,世田谷区,駒沢公園1番1号,03-3421-6199,http://www.tef.or.jp/kopgp/,35.6231069,139.6628939,有,61,有,1,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,,無,,無,無,無,無,無,有,,,有,,,無,無,無,無,,無,,無,,無,,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,,無,無,無,無,無,無,無,
駒沢オリンピック公園総合運動場（体育館）,2024/11/25,1540013,131121,東京都,世田谷区,駒沢公園1番1号,03-3421-6199,http://www.tef.or.jp/kopgp/,35.6231069,139.6628939,有,61,有,1,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,,無,,有,無,無,無,無,有,,,有,,,無,無,無,無,,無,,無,,無,,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,,無,無,無,無,無,無,無,
駒沢オリンピック公園総合運動場（屋内球技場）,2019/11/9,1540013,131121,東京都,世田谷区,駒沢公園1番1号,03-3421-6199,https://www.tef.or.jp/kopgp/,35.6231069,139.6628939,有,225,有,5,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,,,有,,,無,無,無,無,,無,,無,,無,,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,,無,無,無,無,無,無,無,
駒沢オリンピック公園総合運動場（弓道場）,2021/3/23,1540013,131121,東京都,世田谷区,駒沢公園1番1号,03-3421-6199,https://www.tef.or.jp/kopgp/,35.6231069,139.6628939,有,225,有,5,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,,無,,無,無,無,無,無,有,,,有,,,無,無,無,無,,無,,無,,無,,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,,無,無,無,無,無,無,無,
駒沢オリンピック公園総合運動場（トレーニングルーム）,2024/11/25,1540013,131121,東京都,世田谷区,駒沢公園1番1号,03-3421-6199,http://www.tef.or.jp/kopgp/,35.6231069,139.6628939,有,61,有,1,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,,,無,,,無,無,無,無,,無,,無,,無,,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,,無,無,無,無,無,無,無,
東京体育館（メインアリーナ）,2023/12/6,1510051,131130,東京都,渋谷区,千駄ヶ谷1-17-1,03-6380-4832,https://www.tef.or.jp/tmg/,35.6792282,139.7113353,有,75,有,2,有,1,24,230,120,有,有,有,1,9,110,80,,,,1,20,150,120,,,,,,,,,,,,,,,,,,正面入口（メインアリーナ棟）,無,有,170,無,有（2cm）,有,有,有,有,有,有,11,"2F,1F,B1F",有,13,"2F,1F,B1F",無,無,無,無,,有,有,無,,無,,無,,有,有<br>※透明ディスプレイ,無,無,無,無,無,無,無,無,有,2（他施設共用）,無,無,無,無,無,無,有,12,無,,無,不可,有,,無,無,無,無,無,有,無,正面入口（メインアリーナ棟）の自動ドアは無（他入口の一部には有）
東京体育館（サブアリーナ）,2023/12/6,1510051,131130,東京都,渋谷区,千駄ヶ谷1-17-1,03-6380-4832,https://www.tef.or.jp/tmg/,35.6792282,139.7113353,有,75,有,2,有,,,,,有,有,有,,,,,,,,1,20,150,120,,,,,,,,,,,,,,,,,,メインエントランス（サブアリーナ棟）,有,有,163,無,,有,有,有,有,無,有,1,B2F,有,2,B2F,無,無,無,無,,有,有,無,,無,,無,,有,有<br>※透明ディスプレイ,無,無,無,無,無,無,無,無,有,2（他施設共用）,無,無,無,無,無,無,有,1,無,,無,不可,有,,無,無,無,無,無,有,無,
東京体育館（会議室）,2023/12/6,1510051,131130,東京都,渋谷区,千駄ヶ谷1-17-1,03-6380-4832,https://www.tef.or.jp/tmg/,35.6792282,139.7113353,有,75,有,2,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,メインエントランス（サブアリーナ棟）,有,有,163,無,,有,有,有,有,無,有,1,1F,有,2,1F,無,無,無,無,,有,有,無,,無,,無,,有,有<br>※透明ディスプレイ,無,無,無,無,無,無,無,無,有,2（他施設共用）,無,無,無,無,無,無,有,1,無,,無,不可,有,,無,無,無,無,無,有,無,
東京体育館（陸上競技場）,2023/12/6,1510051,131130,東京都,渋谷区,千駄ヶ谷1-17-1,03-6380-4832,https://www.tef.or.jp/tmg/,35.6792282,139.7113353,有,75,有,2,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,メインエントランス（サブアリーナ棟）,有,有,163,無,,無,無,有,有,無,無,,,無,,,無,無,無,無,,有,有,無,,無,,無,,有,有<br>※透明ディスプレイ,無,無,無,無,無,無,無,無,有,2（他施設共用）,無,無,無,無,無,無,有,1,無,,無,不可,有,,無,無,無,無,無,有,無,個室更衣室を授乳室の代わりとして利用可能。
東京体育館（トレーニングルーム・プール・スタジオ）,2023/12/6,1510051,131130,東京都,渋谷区,千駄ヶ谷1-17-1,03-6380-4832,https://www.tef.or.jp/tmg/,35.6792282,139.7113353,有,75,有,2,有,,,,,有,有,有,,,,,,,,,,,,,,,1,11,238,110,,,,,,,,,,,メインエントランス（サブアリーナ棟）,有,有,163,無,,有,有,有,有,無,有,6,"2F,1F,B1F",有,1,1F,無,無,無,無,,有,有,無,,無,,無,,有,有<br>※透明ディスプレイ,無,無,無,無,無,無,無,無,有,3（うちプール利用者用1台）,無,無,無,無,無,無,有,1,無,,無,不可,有,,無,無,無,無,無,有,無,個室更衣室を授乳室の代わりとして利用可能。
東京武道館（大武道場）,2023/12/9,1200005,131211,東京都,足立区,綾瀬3-20-1,03-5697-2111,https://www.tef.or.jp/tb/,35.7656658,139.8257996,有,70,有,2,有,1,,135,80,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,,無,,有,無,無,無,無,有,1,1、2,有,1,1,無,無,無,無,,無,,無,,有,1,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,有,2,無,,無,,無,,有,1,無,,無,,有,,無,無,無,無,無,無,無,
東京武道館（第一武道場）,2023/12/9,1200005,131211,東京都,足立区,綾瀬3-20-1,03-5697-2111,https://www.tef.or.jp/tb/,35.7656658,139.8257996,有,70,有,2,有,1,,135,80,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,,無,,有,無,無,無,無,有,1,1,有,,,無,無,無,無,,無,,無,,有,1,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,有,,無,,無,,無,,有,1,無,,無,,有,,無,無,無,無,無,無,無,
東京武道館（第二武道場）,2023/12/9,1200005,131211,東京都,足立区,綾瀬3-20-1,03-5697-2111,https://www.tef.or.jp/tb/,35.7656658,139.8257996,有,70,有,2,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,無,,,無,,,無,無,無,無,,無,,無,,有,1,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,有,,無,,無,,無,,有,1,無,,無,,有,,無,無,無,無,無,無,無,
東京武道館（トレーニングルーム）,2023/12/9,1200005,131211,東京都,足立区,綾瀬3-20-1,03-5697-2111,https://www.tef.or.jp/tb/,35.7656658,139.8257996,有,70,有,2,有,1,6,145,90,有,有,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,有,,無,,有,無,無,無,無,有,1,B1,無,,,無,無,無,無,,無,,無,,有,1,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,有,,無,,無,,無,,有,1,無,,無,,有,,無,無,無,無,無,無,無,
東京武道館（弓道場近的）,2023/12/9,1200005,131211,東京都,足立区,綾瀬3-20-1,03-5697-2111,https://www.tef.or.jp/tb/,35.7656658,139.8257996,有,70,有,2,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,無,,,無,,,無,無,無,無,,無,,無,,有,1,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,有,,無,,無,,無,,有,1,無,,無,,有,,無,無,無,無,無,無,無,
東京武道館（弓道場遠的）,2023/12/9,1200005,131211,東京都,足立区,綾瀬3-20-1,03-5697-2111,http://www.tef.or.jp/tb/,35.7656658,139.8257996,有,70,有,2,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,1,3,無,,,無,無,無,無,,無,,無,,有,1,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,有,,無,,無,,無,,有,1,無,,無,,有,,無,無,無,無,無,無,無,
東京武道館（大研修室）,2023/12/9,1200005,131211,東京都,足立区,綾瀬3-20-1,03-5697-2111,https://www.tef.or.jp/tb/,35.7656658,139.8257996,有,70,有,2,有,1,,135,80,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,無,,,無,,,無,無,無,無,,無,,無,,有,1,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,有,,無,,無,,無,,有,1,無,,無,,有,,無,無,無,無,無,無,無,
有明テニスの森公園テニス施設,2024/11/23,1350063,131083,東京都,江東区,有明二丁目2番22号,03-3529-3301,http://www.tptc.co.jp/,35.6356515,139.7870924,有,234,有,5,有,6,24,180,120,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,有,210,無,,有,無,無,無,無,有,,,有,,,無,無,無,無,,無,,無,,無,,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,有,,無,,無,,無,,無,,無,,無,,有,,無,無,無,無,無,無,無,
武蔵野の森総合スポーツプラザ,2023/11/30,1820032,132080,東京都,調布市,西町290-11,042-488-8607,https://www.musamori-plaza.com/,35.665766,139.5246587,有,134,有,6,有,2,18,200,90,有,有,有,1,26,250,120,,,,,,,,,,,,,,,,,,,,,,,,,メインエントランス入口,有,有,180,無,7,有,有,無,有,有,有,17,"1F,2F,3F,M4F,4F",有,12,"1F,2F,3F,M4F",無,無,無,無,,無,,無,,有,1,無,,有,有<br>※透明ディスプレイ,無,,無,不可,無,不可,無,,有,3（プール利用者用）,無,不可,無,,無,,無,,無,,無,,有,,無,無,無,無,無,無,有,
アミノバイタルフィールド,2019/11/9,1820032,132080,東京都,調布市,西町376番地3,042-440-0555,https://www.ajinomotostadium.com/,35.6642546,139.5281269,有,35,有,2,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,,,無,,,無,無,無,無,,無,,無,,無,,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,無,,無,無,無,無,無,無,無,
味の素スタジアム,2019/11/9,1820032,132080,東京都,調布市,西町376番地3,042-440-0555,https://www.ajinomotostadium.com/,35.6642546,139.5281269,有,約30,有,１６（スタジアム本体内）,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,,無,,有,無,無,無,無,有,,,有,,,無,無,無,無,,無,,無,,無,,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,有,可（イベントによる）,無,,無,,無,,無,,無,,無,,無,,無,無,無,無,無,無,無,
夢の島公園アーチェリー場,2023/12/1,1360081,131083,東京都,江東区,夢の島2-1-4,03-3522-1588,http://www.yumenoshima.jp/archery/,35.649962,139.828389,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,無,,,無,,,無,無,無,無,,無,,無,,無,,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,2.469791667,無,無,無,無,無,無,無,階段の手すり休憩棟の階段 アーチェリー場の所在する夢の島公園内の、熱帯植物館では車いすの貸し出し及び授乳室あり。 ※貸し出し、授乳室利用は植物館の利用者に限る。  また、夢の島公園内には駐車場、多目的トイレ及びオストメイトトイレあり。
海の森水上競技場,2024/11/24,1350066,131083,東京都,江東区,海の森三丁目6-44,03-3599-5420,https://www.uminomori.tokyo/,35.6,139.81,有,最大900,有,10,有,3,24,175,110,有,有,有,1,13,135,90,,,,,,,,,,,,,,,,,,,,,,,,,エントランスホール北側玄関,無,有,200,無,,有,有,有,有,無,有,8,・艇庫棟１階・２階　・グランドスタンド棟１階・２階　・フィニッシュタワー１階　・第二艇庫棟１階　・屋外中央トイレ　・屋外西側トイレ,有,10,・艇庫棟１階・２階　・グランドスタンド棟１階・２階　・フィニッシュタワー１階　・第二艇庫棟１階　・屋外中央トイレ　・屋外西側トイレ,無,無,無,無,,無,,無,,有,1,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,無,,有,,無,,無,,有,10,無,,無,,有,休館日以外、9：00～17：00,無,無,無,無,無,無,有,
カヌー・スラロームセンター,2024/11/25,1340086,131237,東京都,江戸川区,臨海町6-1-1,03-6808-6100,https://canoe-slalom.tokyo/,,,有,77,有,2,有,1,17,150,90,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,200,無,,有,有,無,有,無,有,3,"1,2階",有,1,1階,無,無,無,無,,無,,無,,有,3,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,施設開場時間中（9時17時）,無,無,無,無,無,無,無,敷地内道路の点字ブロックについては今後整備予定。車いすの貸出はシャワー用
大井ふ頭中央海浜公園ホッケー競技場（メインピッチ）,2023/12/12,1400003,131091,東京都,品川区,八潮4-1-19,03-3790-2378,https://seaside-park.jp/park_ooisports/hockey/,,,無,,無,,有,2,26,170,100,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,95,無,,有,有,無,有,有,有,9,"1,2,3階",有,4,"1,2,3階",無,無,無,無,,無,,無,,有,1,無,,有,有<br>※透明ディスプレイ,無,,無,,有,有,無,,有,1,無,,無,,無,有,有,8,無,,無,,有,8：30～21:00（年末年始以外）,無,無,無,無,無,無,有,ベビーベッドはおむつ交換台と同じ。
大井ふ頭中央海浜公園ホッケー競技場（サブピッチ）,2023/12/12,1430001,131113,東京都,大田区,東海1-2-1,03-3790-2378,https://seaside-park.jp/park_ooisports/hockey/,,,無,,無,,有,1,26,170,100,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,有,210,無,1段目11㎝、2段目12.5㎝,有,有,無,有,有,有,4,"1,2階",有,4,"1,2階",無,無,無,無,,無,,無,,有,,無,,有,有<br>※透明ディスプレイ,無,,無,,有,有,無,,有,1,無,不可,無,,無,有,有,5,無,,無,,有,8：30～21:00（年末年始以外）,無,無,無,無,無,無,有,ベビーベッドはおむつ交換台と同じ。
有明アリーナ,2023/11/21,1350063,131083,東京都,江東区,有明1丁目11番1号,03-5500-7201,https://ariake-arena.tokyo/,,,有,28,有,5,有,7,21,150,100,無,無,無,2,27,210,100,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,213,無,,有,有,有,有,有,有,25,"1,2,3,4階",有,15,"1,2,3階",有,無,無,無,,無,,無,,有,1,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,有,2,無,,無,,無,,有,5,有,44,無,,有,365日24時間、警備員対応,無,無,無,無,無,無,有,イベント来場者向けの駐車場はございません。ご来場の際は、公共の交通機関をご利用ください。 サブアリーナ・レストラン・スポーツジムをご利用の方向けの駐車場がございます。
東京アクアティクスセンター,2023/12/1,1350053,131083,東京都,江東区,辰巳2-2-1,(03)5534-6410, https://www.tef.or.jp/tac/,,,有,150,有,10,有,5,21,150,140,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,有,200,無,,有,有,有,有,有,有,17,"1,2,3階",有,15,"1,2,3階",無,無,無,無,,無,,無,,有,2,無,,有,有<br>※透明ディスプレイ,無,,無,,無,,無,,有,5,有,4※車椅子タイプ,無,,無,有,有,18※トイレ内の台数のみ反映,無,,無,,有,9時～21時（休館日除く）,無,無,無,無,無,無,有,令和5年12月1日時点
東京都庭園美術館,2021/3/31,1080071,131032,東京都,港区,白金台5－21－9,050-5541-8600 （ハローダイヤル）,https://www.teien-art-museum.ne.jp/,,,有,6,有,1,有,1,11,135,900,無,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,正面玄関,無,有,200,無,75,無,無,無,無,有,有,2,1F,有,2,1F,無,無,有,無,,無,,無,,無,2,無,,無,,無,,無,,無,,無,,有,5,無,,無,,無,1,有,2,無,,無,,有,開館時間内,無,無,無,無,無,無,有,券売は有人対応のみ
東京都江戸東京博物館,2022/12/28,1300015,131075,東京都,墨田区,横網1-4-1,03-3626-9974（代表）,https://www.edo-tokyo-museum.or.jp/,,,有,68,有,5,有,2,50,270,150,有,有,有,2,25,180,110,,,,,,,,,,,,,,,,,,,,,,,,,正面玄関,有,有,160,無,,有,有,有,有,有,有,10,"1F,2F,3F,5F,6F,7F",有,10,"1F,2F,3F,5F,6F,7F",有,有,有,無,,無,,無,,有,5,無,,有,,無,,無,,無,,有,10,有,26,無,,無,,無,10,有,8,無,,有,開館時間内,有,開館時間内,無,無,無,無,無,無,有,改修工事のため、令和7年度中まで休館
江戸東京たてもの園,2021/3/31,1840005,132101,東京都,小金井市,桜町3-7-1（都立小金井公園内）,042-388-3300（代表）,https://www.tatemonoen.jp/,,,無,,無,,有,2,3,117,80,有,有,有,1,11,143,80,,,,1,9,118,90,,,,,,,,,,,,,,,,,,ビジターセンター,有,有,145,無,,有,無,無,無,有,有,10,1F,有,2,1F,無,無,有,無,,無,,無,,有,1,無,,無,,無,,無,,無,,有,5,有,6,無,,無,,無,2,有,7,無,,有,開館時間内,有,開館時間内,無,無,無,無,無,無,有,券売は有人対応のみ
東京都写真美術館,2023/12/13,1530062,131105,東京都,目黒区,三田1-13-3　恵比寿ガーデンプレイス内,03-3280-0099,https://topmuseum.jp/,,,無,,有,1,有,2,24,170,109,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F東口、１F西口,有,有,東口　有効開口幅：150cm<br>西口　有効開口幅：160,無,,有,有,無,有,有,有,5,"B1F,1F,2F,3F,4F",有,1,1F,無,無,無,無,,無,,無,,有,6,無,,無,,無,,無,,無,,有,2,有,2,無,,無,,無,5,有,6,無,,有,毎週金曜日,有,開館時間内,無,無,無,無,無,無,有,券売は有人対応のみ
東京都現代美術館,2021/3/31,1350022,131083,東京都,江東区,三好4-1-1(木場公園内),03-5245-4111（代表）またはハローダイヤル 03-5777-8600,https://www.mot-art-museum.jp/,,,有,90,有,6,有,9,11,140,90,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,メインエントランス,有,有,130,無,,有,有,有,有,有,有,9,4F,有,9,4F,有,無,無,無,,無,,無,,有,1,無,,無,,無,,無,,無,,有,5,有,5,無,,無,,無,2,有,9,無,,無,,有,開館時間内,無,無,無,無,無,無,有,券売は有人対応のみ
